user_id,date,role,event_count,failed_login_count,download_total,records_accessed_total,vip_access_count,unknown_ip_count,outside_hours_count,unique_ip_count,first_activity_hour,last_activity_hour
SUB337,2026-09-24,CustomerService,13,0,16,32,3,0,0,1,9.25,16.8
SUB337,2026-09-25,CustomerService,19,0,13,44,3,0,0,1,9.05,16.766666666666666
SUB338,2026-09-21,CustomerService,12,0,15,24,0,0,0,1,9.016666666666667,16.716666666666665
SUB338,2026-09-22,CustomerService,14,0,12,25,0,0,0,1,9.316666666666666,16.966666666666665
SUB338,2026-09-23,CustomerService,17,0,31,66,0,0,0,1,9.116666666666667,16.916666666666668
SUB338,2026-09-24,CustomerService,14,0,45,41,0,0,0,1,9.116666666666667,16.883333333333333
SUB338,2026-09-25,CustomerService,18,0,28,57,1,0,0,1,9.233333333333333,16.616666666666667
SUB339,2026-09-21,CustomerService,16,0,16,40,0,0,0,1,9.0,16.95
SUB339,2026-09-22,CustomerService,14,0,16,26,1,0,0,1,9.2,16.816666666666666
SUB339,2026-09-23,CustomerService,19,0,18,54,0,0,0,1,9.183333333333334,16.75
SUB339,2026-09-24,CustomerService,20,0,16,57,2,0,0,1,9.1,16.566666666666666
SUB339,2026-09-25,CustomerService,17,0,8,48,0,0,0,1,9.216666666666667,16.783333333333335
SUB340,2026-09-21,CustomerService,13,0,26,21,0,0,0,1,9.166666666666666,16.55
SUB340,2026-09-22,CustomerService,16,0,18,32,0,0,0,1,9.0,16.583333333333332
SUB340,2026-09-23,CustomerService,13,0,36,37,0,0,0,1,9.0,16.866666666666667
SUB340,2026-09-24,CustomerService,15,0,32,41,0,0,0,1,9.016666666666667,16.766666666666666
SUB340,2026-09-25,CustomerService,12,0,22,40,2,0,0,1,9.1,16.816666666666666
SUB341,2026-09-21,Manager,9,0,24,19,0,0,0,1,9.15,16.983333333333334
SUB341,2026-09-22,Manager,8,0,13,15,0,0,0,1,9.333333333333334,16.6
SUB341,2026-09-23,Manager,8,0,26,15,1,0,0,1,9.15,16.733333333333334
SUB341,2026-09-24,Manager,10,0,46,15,4,0,0,1,9.25,16.85
SUB341,2026-09-25,Manager,13,0,30,36,0,0,0,1,9.266666666666667,16.616666666666667
SUB342,2026-09-21,Manager,7,0,0,17,1,0,0,1,9.0,16.616666666666667
SUB342,2026-09-22,Manager,8,0,6,15,0,0,0,1,9.083333333333334,16.616666666666667
SUB342,2026-09-23,Manager,14,0,22,33,4,0,0,1,9.15,16.8
SUB342,2026-09-24,Manager,15,0,14,49,3,0,0,1,9.233333333333333,16.8
SUB342,2026-09-25,Manager,12,0,3,27,4,0,0,1,9.166666666666666,16.9
SUB343,2026-09-21,Manager,8,0,22,12,2,0,0,1,9.2,16.7
SUB343,2026-09-22,Manager,8,0,11,9,1,0,0,1,9.283333333333333,16.9
SUB343,2026-09-23,Manager,14,0,106,49,2,0,0,1,9.283333333333333,16.683333333333334
SUB343,2026-09-24,Manager,9,0,47,43,0,0,0,1,9.216666666666667,16.8
SUB343,2026-09-25,Manager,10,0,43,46,0,0,0,1,9.333333333333334,16.883333333333333
SUB344,2026-09-21,Manager,10,0,7,22,0,0,0,1,9.266666666666667,16.533333333333335
SUB344,2026-09-22,Manager,11,0,25,14,2,0,0,1,9.283333333333333,16.916666666666668
SUB344,2026-09-23,Manager,15,0,2,43,0,0,0,1,9.0,16.9
SUB344,2026-09-24,Manager,11,0,9,29,1,0,0,1,9.25,16.9
SUB344,2026-09-25,Manager,17,0,61,47,1,0,0,1,9.25,16.616666666666667
SUB345,2026-09-21,Manager,10,0,14,24,0,0,0,1,9.166666666666666,16.65
SUB345,2026-09-22,Manager,9,0,36,14,0,0,0,1,9.183333333333334,16.7
SUB345,2026-09-23,Manager,11,0,50,25,1,0,0,1,9.15,16.55
SUB345,2026-09-24,Manager,11,0,23,40,1,0,0,1,9.116666666666667,16.866666666666667
SUB345,2026-09-25,Manager,13,0,31,39,2,0,0,1,9.3,16.866666666666667
