user_id,date,role,event_count,failed_login_count,download_total,records_accessed_total,vip_access_count,unknown_ip_count,outside_hours_count,unique_ip_count,first_activity_hour,last_activity_hour
SUB306,2026-09-25,Teller,13,0,14,16,0,0,0,1,9.216666666666667,16.95
SUB307,2026-09-21,Teller,11,0,4,27,0,0,0,1,9.333333333333334,16.75
SUB307,2026-09-22,Teller,9,0,4,18,0,0,0,1,9.066666666666666,16.833333333333332
SUB307,2026-09-23,Teller,9,0,7,14,0,0,0,1,9.15,16.983333333333334
SUB307,2026-09-24,Teller,8,0,1,17,0,0,0,1,9.1,16.733333333333334
SUB307,2026-09-25,Teller,14,0,9,25,0,0,0,1,9.25,16.9
SUB308,2026-09-21,Teller,13,0,6,22,0,0,0,1,9.283333333333333,16.583333333333332
SUB308,2026-09-22,Teller,11,0,4,20,0,0,0,1,9.083333333333334,16.783333333333335
SUB308,2026-09-23,Teller,11,0,5,25,0,0,0,1,9.166666666666666,16.866666666666667
SUB308,2026-09-24,Teller,8,0,0,21,0,0,0,1,9.083333333333334,16.966666666666665
SUB308,2026-09-25,Teller,10,0,4,21,0,0,0,1,9.216666666666667,16.95
SUB309,2026-09-21,Teller,9,0,4,17,0,0,0,1,9.1,16.883333333333333
SUB309,2026-09-22,Teller,8,0,4,16,0,0,0,1,9.016666666666667,16.983333333333334
SUB309,2026-09-23,Teller,10,0,5,21,0,0,0,1,9.0,16.616666666666667
SUB309,2026-09-24,Teller,9,0,8,13,0,0,0,1,9.066666666666666,16.55
SUB309,2026-09-25,Teller,12,0,7,22,0,0,0,1,9.016666666666667,16.983333333333334
SUB310,2026-09-21,Teller,12,0,6,27,0,0,0,1,9.0,16.95
SUB310,2026-09-22,Teller,13,0,9,18,0,0,0,1,9.266666666666667,16.866666666666667
SUB310,2026-09-23,Teller,10,0,4,19,0,0,0,1,9.033333333333333,16.666666666666668
SUB310,2026-09-24,Teller,11,0,21,14,0,0,0,1,9.15,16.983333333333334
SUB310,2026-09-25,Teller,11,0,13,17,0,0,0,1,9.333333333333334,16.75
SUB311,2026-09-21,CustomerService,15,0,27,27,0,0,0,1,9.116666666666667,16.95
SUB311,2026-09-22,CustomerService,12,0,9,22,0,0,0,1,9.066666666666666,16.883333333333333
SUB311,2026-09-23,CustomerService,13,0,32,21,1,0,0,1,9.05,16.866666666666667
SUB311,2026-09-24,CustomerService,14,0,15,20,1,0,0,1,9.2,16.85
SUB311,2026-09-25,CustomerService,13,0,18,25,0,0,0,1,9.3,16.933333333333334
SUB312,2026-09-21,CustomerService,16,0,32,28,0,0,0,1,9.083333333333334,16.9
SUB312,2026-09-22,CustomerService,14,0,21,18,0,0,0,1,9.333333333333334,16.916666666666668
SUB312,2026-09-23,CustomerService,10,0,4,30,0,0,0,1,9.15,16.766666666666666
SUB312,2026-09-24,CustomerService,11,0,26,20,1,0,0,1,9.033333333333333,16.983333333333334
SUB312,2026-09-25,CustomerService,13,0,13,28,0,0,0,1,9.1,16.816666666666666
SUB313,2026-09-21,CustomerService,14,0,33,16,0,0,0,1,9.116666666666667,16.983333333333334
SUB313,2026-09-22,CustomerService,11,0,6,25,0,0,0,1,9.016666666666667,16.9
SUB313,2026-09-23,CustomerService,10,0,17,22,0,0,0,1,9.283333333333333,16.933333333333334
SUB313,2026-09-24,CustomerService,15,0,9,39,0,0,0,1,9.083333333333334,16.95
SUB313,2026-09-25,CustomerService,9,0,9,13,0,0,0,1,9.0,16.85
SUB314,2026-09-21,CustomerService,10,0,19,22,0,0,0,1,9.0,16.7
SUB314,2026-09-22,CustomerService,15,0,23,28,0,0,0,1,9.116666666666667,16.85
SUB314,2026-09-23,CustomerService,14,0,19,18,0,0,0,1,9.066666666666666,16.95
SUB314,2026-09-24,CustomerService,10,0,0,24,0,0,0,1,9.033333333333333,16.766666666666666
SUB314,2026-09-25,CustomerService,14,0,15,27,0,0,0,1,9.266666666666667,16.85
SUB315,2026-09-21,CustomerService,9,0,19,12,0,0,0,1,9.316666666666666,16.933333333333334
SUB315,2026-09-22,CustomerService,12,0,8,31,1,0,0,1,9.15,16.85
SUB315,2026-09-23,CustomerService,15,0,16,25,1,0,0,1,9.1,16.616666666666667
SUB315,2026-09-24,CustomerService,13,0,5,33,0,0,0,1,9.083333333333334,16.9
SUB315,2026-09-25,CustomerService,14,0,12,30,0,0,0,1,9.166666666666666,16.95
SUB316,2026-09-21,CustomerService,9,0,0,17,1,0,0,1,9.016666666666667,16.55
SUB316,2026-09-22,CustomerService,12,0,22,23,0,0,0,1,9.333333333333334,16.616666666666667
SUB316,2026-09-23,CustomerService,11,0,11,16,0,0,0,1,9.316666666666666,16.5
SUB316,2026-09-24,CustomerService,13,0,1,40,0,0,0,1,9.25,16.8
SUB316,2026-09-25,CustomerService,11,0,8,18,1,0,0,1,9.166666666666666,16.783333333333335
SUB317,2026-09-21,CustomerService,11,0,15,11,0,0,0,1,9.066666666666666,16.633333333333333
SUB317,2026-09-22,CustomerService,14,0,25,11,1,0,0,1,9.166666666666666,16.866666666666667
SUB317,2026-09-23,CustomerService,12,0,3,26,0,0,0,1,9.016666666666667,16.716666666666665
SUB317,2026-09-24,CustomerService,14,0,29,31,0,0,0,1,9.016666666666667,16.683333333333334
SUB317,2026-09-25,CustomerService,12,0,6,31,0,0,0,1,9.05,16.666666666666668
SUB318,2026-09-21,CustomerService,15,0,9,38,0,0,0,1,9.15,16.733333333333334
SUB318,2026-09-22,CustomerService,10,0,0,26,1,0,0,1,9.333333333333334,16.55
SUB318,2026-09-23,CustomerService,11,0,8,22,0,0,0,1,9.05,16.733333333333334
SUB318,2026-09-24,CustomerService,14,0,19,31,2,0,0,1,9.05,16.916666666666668
SUB318,2026-09-25,CustomerService,12,0,11,24,2,0,0,1,9.116666666666667,16.666666666666668
SUB319,2026-09-21,CustomerService,15,0,14,22,0,0,0,1,9.133333333333333,16.833333333333332
SUB319,2026-09-22,CustomerService,16,0,2,45,0,0,0,1,9.25,16.8
SUB319,2026-09-23,CustomerService,13,0,25,20,0,0,0,1,9.333333333333334,16.616666666666667
SUB319,2026-09-24,CustomerService,10,0,14,13,0,0,0,1,9.166666666666666,16.516666666666666
SUB319,2026-09-25,CustomerService,10,0,15,22,1,0,0,1,9.05,16.883333333333333
SUB320,2026-09-21,CustomerService,16,0,7,47,0,0,0,1,9.15,16.85
SUB320,2026-09-22,CustomerService,10,0,5,19,0,0,0,1,9.083333333333334,16.65
SUB320,2026-09-23,CustomerService,9,0,12,18,0,0,0,1,9.083333333333334,16.966666666666665
SUB320,2026-09-24,CustomerService,12,0,14,21,0,0,0,1,9.333333333333334,16.666666666666668
SUB320,2026-09-25,CustomerService,11,0,1,21,0,0,0,1,9.316666666666666,16.95
SUB321,2026-09-21,Manager,7,0,7,8,0,0,0,1,9.316666666666666,16.65
SUB321,2026-09-22,Manager,7,0,34,6,0,0,0,1,9.0,16.783333333333335
SUB321,2026-09-23,Manager,10,0,0,27,1,0,0,1,9.283333333333333,16.8
SUB321,2026-09-24,Manager,7,0,0,14,0,0,0,1,9.0,16.633333333333333
SUB321,2026-09-25,Manager,7,0,0,9,2,0,0,1,9.183333333333334,16.9
SUB322,2026-09-21,Manager,12,0,12,31,1,0,0,1,9.033333333333333,16.7
SUB322,2026-09-22,Manager,12,0,3,25,1,0,0,1,9.0,16.733333333333334
SUB322,2026-09-23,Manager,8,0,33,12,1,0,0,1,9.183333333333334,16.633333333333333
SUB322,2026-09-24,Manager,10,0,21,19,1,0,0,1,9.283333333333333,16.933333333333334
SUB322,2026-09-25,Manager,11,0,5,26,1,0,0,1,9.166666666666666,16.983333333333334
SUB323,2026-09-21,Manager,9,0,18,18,2,0,0,1,9.05,16.85
SUB323,2026-09-22,Manager,9,0,2,23,0,0,0,1,9.233333333333333,16.733333333333334
SUB323,2026-09-23,Manager,8,0,6,19,1,0,0,1,9.016666666666667,16.833333333333332
SUB323,2026-09-24,Manager,10,0,51,8,1,0,0,1,9.316666666666666,16.95
SUB323,2026-09-25,Manager,11,0,5,29,0,0,0,1,9.016666666666667,16.95
SUB324,2026-09-21,Manager,8,0,26,12,0,0,0,1,9.316666666666666,16.533333333333335
SUB324,2026-09-22,Manager,10,0,3,26,2,0,0,1,9.316666666666666,16.933333333333334
SUB324,2026-09-23,Manager,7,0,0,18,2,0,0,1,9.1,16.766666666666666
SUB324,2026-09-24,Manager,7,0,0,15,1,0,0,1,9.333333333333334,16.933333333333334
SUB324,2026-09-25,Manager,11,0,31,14,1,0,0,1,9.05,16.583333333333332
SUB325,2026-09-21,Manager,10,0,17,14,0,0,0,1,9.133333333333333,16.666666666666668
SUB325,2026-09-22,Manager,7,0,0,17,3,0,0,1,9.183333333333334,16.933333333333334
SUB325,2026-09-23,Manager,10,0,16,20,1,0,0,1,9.05,16.916666666666668
SUB325,2026-09-24,Manager,8,0,27,7,0,0,0,1,9.233333333333333,16.766666666666666
SUB325,2026-09-25,Manager,12,0,28,24,1,0,0,1,9.2,16.683333333333334
SUB326,2026-09-21,Manager,12,0,42,18,0,0,0,1,9.083333333333334,16.883333333333333
SUB326,2026-09-22,Manager,9,0,30,11,1,0,0,1,9.166666666666666,16.7
SUB326,2026-09-23,Manager,11,0,0,32,0,0,0,1,9.083333333333334,16.833333333333332
SUB326,2026-09-24,Manager,9,0,13,17,2,0,0,1,9.05,16.566666666666666
SUB326,2026-09-25,Manager,10,0,15,11,1,0,0,1,9.216666666666667,16.983333333333334
SUB327,2026-09-21,Manager,12,0,29,27,2,0,0,1,9.116666666666667,16.866666666666667
SUB327,2026-09-22,Manager,12,0,26,27,1,0,0,1,9.283333333333333,16.55
SUB327,2026-09-23,Manager,12,0,43,23,2,0,0,1,9.15,16.983333333333334
SUB327,2026-09-24,Manager,7,0,43,4,2,0,0,1,9.033333333333333,16.55
SUB327,2026-09-25,Manager,9,0,1,18,2,0,0,1,9.233333333333333,16.916666666666668
SUB328,2026-09-21,Manager,12,0,31,18,0,0,0,1,9.0,16.566666666666666
SUB328,2026-09-22,Manager,8,0,0,12,3,0,0,1,9.05,16.616666666666667
SUB328,2026-09-23,Manager,8,0,13,7,2,0,0,1,9.133333333333333,16.633333333333333
SUB328,2026-09-24,Manager,7,0,45,0,1,0,0,1,9.15,16.883333333333333
SUB328,2026-09-25,Manager,8,0,35,18,0,0,0,1,9.083333333333334,16.616666666666667
SUB329,2026-09-21,Manager,7,0,0,18,0,0,0,1,9.016666666666667,16.533333333333335
SUB329,2026-09-22,Manager,10,0,71,11,0,0,0,1,9.0,16.9
SUB329,2026-09-23,Manager,8,0,18,18,1,0,0,1,9.3,16.65
SUB329,2026-09-24,Manager,8,0,0,15,0,0,0,1,9.166666666666666,16.666666666666668
SUB329,2026-09-25,Manager,8,0,29,18,0,0,0,1,9.316666666666666,16.9
SUB330,2026-09-21,Manager,11,0,22,21,0,0,0,1,9.133333333333333,16.966666666666665
SUB330,2026-09-22,Manager,8,0,19,18,1,0,0,1,9.233333333333333,16.7
SUB330,2026-09-23,Manager,7,0,12,7,3,0,0,1,9.166666666666666,16.6
SUB330,2026-09-24,Manager,7,0,15,14,1,0,0,1,9.183333333333334,16.866666666666667
SUB330,2026-09-25,Manager,11,0,5,22,3,0,0,1,9.25,16.733333333333334
SUB331,2026-09-21,Teller,14,0,22,18,0,0,0,1,9.116666666666667,16.666666666666668
SUB331,2026-09-22,Teller,11,0,15,14,0,0,0,1,9.0,16.883333333333333
SUB331,2026-09-23,Teller,14,0,35,22,0,0,0,1,9.266666666666667,16.766666666666666
SUB331,2026-09-24,Teller,9,0,26,17,0,0,0,1,9.016666666666667,16.5
SUB331,2026-09-25,Teller,11,0,39,16,0,0,0,1,9.016666666666667,16.8
SUB332,2026-09-21,Teller,13,0,16,21,0,0,0,1,9.166666666666666,16.95
SUB332,2026-09-22,Teller,10,0,15,11,0,0,0,1,9.25,16.866666666666667
SUB332,2026-09-23,Teller,16,0,8,33,3,0,0,1,9.1,16.6
SUB332,2026-09-24,Teller,14,0,5,36,3,0,0,1,9.033333333333333,16.633333333333333
SUB332,2026-09-25,Teller,11,0,7,27,3,0,0,1,9.15,16.75
SUB333,2026-09-21,Teller,14,0,16,17,0,0,0,1,9.133333333333333,16.633333333333333
SUB333,2026-09-22,Teller,9,0,0,16,0,0,0,1,9.0,16.816666666666666
SUB333,2026-09-23,Teller,10,0,24,32,0,0,0,1,9.05,16.616666666666667
SUB333,2026-09-24,Teller,14,0,29,36,0,0,0,1,9.066666666666666,16.9
SUB333,2026-09-25,Teller,14,0,25,40,0,0,0,1,9.083333333333334,16.966666666666665
SUB334,2026-09-21,Teller,12,0,1,23,0,0,0,1,9.133333333333333,16.933333333333334
SUB334,2026-09-22,Teller,10,0,7,12,0,0,0,1,9.233333333333333,16.6
SUB334,2026-09-23,Teller,12,0,10,28,0,0,0,1,9.25,16.783333333333335
SUB334,2026-09-24,Teller,12,0,6,32,0,0,0,1,9.133333333333333,16.633333333333333
SUB334,2026-09-25,Teller,16,0,21,36,0,0,0,1,9.283333333333333,16.683333333333334
SUB335,2026-09-21,Teller,9,0,9,9,1,0,0,1,9.283333333333333,16.9
SUB335,2026-09-22,Teller,8,0,10,9,0,0,0,1,9.316666666666666,16.6
SUB335,2026-09-23,Teller,13,0,20,43,0,0,0,1,9.283333333333333,16.866666666666667
SUB335,2026-09-24,Teller,12,0,24,40,0,0,0,1,9.166666666666666,16.733333333333334
SUB335,2026-09-25,Teller,16,0,25,53,0,0,0,1,9.2,16.916666666666668
SUB336,2026-09-21,CustomerService,11,0,10,25,0,0,0,1,9.016666666666667,16.733333333333334
SUB336,2026-09-22,CustomerService,12,0,9,17,0,0,0,1,9.033333333333333,16.816666666666666
SUB336,2026-09-23,CustomerService,15,0,37,25,0,0,0,1,9.066666666666666,16.666666666666668
SUB336,2026-09-24,CustomerService,10,0,38,24,0,0,0,1,9.166666666666666,16.883333333333333
SUB336,2026-09-25,CustomerService,10,0,30,17,0,0,0,1,9.033333333333333,16.533333333333335
SUB337,2026-09-21,CustomerService,16,0,17,27,0,0,0,1,9.05,16.783333333333335
SUB337,2026-09-22,CustomerService,14,0,7,27,0,0,0,1,9.183333333333334,16.983333333333334
SUB337,2026-09-23,CustomerService,17,0,22,42,3,0,0,1,9.183333333333334,16.783333333333335
SUB337,2026-09-24,CustomerService,17,0,31,35,3,0,0,1,9.05,16.95
SUB337,2026-09-25,CustomerService,14,0,21,27,3,0,0,1,9.05,16.933333333333334
SUB338,2026-09-21,CustomerService,11,0,3,23,1,0,0,1,9.016666666666667,16.983333333333334
SUB338,2026-09-22,CustomerService,14,0,19,29,1,0,0,1,9.2,16.8
SUB338,2026-09-23,CustomerService,11,0,39,32,0,0,0,1,9.1,16.5
SUB338,2026-09-24,CustomerService,16,0,28,61,0,0,0,1,9.1,16.766666666666666
SUB338,2026-09-25,CustomerService,14,0,40,53,0,0,0,1,9.216666666666667,16.533333333333335
SUB339,2026-09-21,CustomerService,13,0,15,31,0,0,0,1,9.216666666666667,16.916666666666668
SUB339,2026-09-22,CustomerService,9,0,10,23,0,0,0,1,9.316666666666666,16.816666666666666
SUB339,2026-09-23,CustomerService,15,0,1,45,0,0,0,1,9.116666666666667,16.766666666666666
SUB339,2026-09-24,CustomerService,16,0,37,36,0,0,0,1,9.15,16.616666666666667
SUB339,2026-09-25,CustomerService,15,0,15,44,0,0,0,1,9.15,16.733333333333334
SUB340,2026-09-21,CustomerService,11,0,2,23,0,0,0,1,9.066666666666666,16.833333333333332
SUB340,2026-09-22,CustomerService,15,0,18,36,1,0,0,1,9.083333333333334,16.816666666666666
SUB340,2026-09-23,CustomerService,11,0,21,34,0,0,0,1,9.083333333333334,16.883333333333333
SUB340,2026-09-24,CustomerService,18,0,43,41,0,0,0,1,9.1,16.633333333333333
SUB340,2026-09-25,CustomerService,16,0,54,45,0,0,0,1,9.083333333333334,16.783333333333335
SUB341,2026-09-21,Manager,8,0,22,8,0,0,0,1,9.05,16.883333333333333
SUB341,2026-09-22,Manager,8,0,12,16,2,0,0,1,9.2,16.683333333333334
SUB341,2026-09-23,Manager,11,0,44,16,2,0,0,1,9.05,16.716666666666665
SUB341,2026-09-24,Manager,13,0,27,26,0,0,0,1,9.116666666666667,16.816666666666666
SUB341,2026-09-25,Manager,10,0,69,7,0,0,0,1,9.216666666666667,16.966666666666665
SUB342,2026-09-21,Manager,12,0,0,30,3,0,0,1,9.05,16.766666666666666
SUB342,2026-09-22,Manager,7,0,20,13,0,0,0,1,9.1,16.883333333333333
SUB342,2026-09-23,Manager,13,0,49,23,4,0,0,1,9.3,16.95
SUB342,2026-09-24,Manager,13,0,9,34,4,0,0,1,9.133333333333333,16.733333333333334
SUB342,2026-09-25,Manager,10,0,17,25,4,0,0,1,9.0,16.833333333333332
SUB343,2026-09-21,Manager,9,0,0,26,1,0,0,1,9.133333333333333,16.85
SUB343,2026-09-22,Manager,7,0,0,13,0,0,0,1,9.133333333333333,16.566666666666666
SUB343,2026-09-23,Manager,9,0,35,48,1,0,0,1,9.3,16.616666666666667
SUB343,2026-09-24,Manager,14,0,79,53,1,0,0,1,9.166666666666666,16.566666666666666
SUB343,2026-09-25,Manager,14,0,50,55,1,0,0,1,9.05,16.5
SUB344,2026-09-21,Manager,7,0,13,15,0,0,0,1,9.3,16.7
SUB344,2026-09-22,Manager,7,0,0,16,1,0,0,1,9.333333333333334,16.733333333333334
SUB344,2026-09-23,Manager,13,0,60,22,2,0,0,1,9.183333333333334,16.583333333333332
SUB344,2026-09-24,Manager,14,0,17,39,1,0,0,1,9.133333333333333,16.616666666666667
SUB344,2026-09-25,Manager,15,0,42,43,2,0,0,1,9.033333333333333,16.516666666666666
SUB345,2026-09-21,Manager,8,0,0,17,0,0,0,1,9.233333333333333,16.9
SUB345,2026-09-22,Manager,9,0,35,12,2,0,0,1,9.033333333333333,16.95
SUB345,2026-09-23,Manager,12,0,43,29,2,0,0,1,9.25,16.5
SUB345,2026-09-24,Manager,9,0,20,36,0,0,0,1,9.183333333333334,16.7
SUB345,2026-09-25,Manager,11,0,71,26,0,0,0,1,9.15,16.816666666666666
