user_id,date,role,event_count,failed_login_count,download_total,records_accessed_total,vip_access_count,unknown_ip_count,outside_hours_count,unique_ip_count,first_activity_hour,last_activity_hour
SUB308,2026-09-23,Teller,11,0,4,27,0,0,0,1,9.05,16.683333333333334
SUB308,2026-09-24,Teller,12,0,7,30,0,0,0,1,9.3,16.833333333333332
SUB308,2026-09-25,Teller,13,0,2,35,0,0,0,1,9.0,16.666666666666668
SUB309,2026-09-21,Teller,12,0,5,29,0,0,0,1,9.3,16.983333333333334
SUB309,2026-09-22,Teller,8,0,5,15,0,0,0,1,9.05,16.533333333333335
SUB309,2026-09-23,Teller,8,0,9,10,0,0,0,1,9.1,16.833333333333332
SUB309,2026-09-24,Teller,10,0,7,10,0,0,0,1,9.183333333333334,16.95
SUB309,2026-09-25,Teller,13,0,8,34,0,0,0,1,9.283333333333333,16.533333333333335
SUB310,2026-09-21,Teller,10,0,9,19,0,0,0,1,9.283333333333333,16.966666666666665
SUB310,2026-09-22,Teller,14,0,8,44,0,0,0,1,9.183333333333334,16.5
SUB310,2026-09-23,Teller,12,0,12,24,0,0,0,1,9.033333333333333,16.9
SUB310,2026-09-24,Teller,14,0,5,29,0,0,0,1,9.266666666666667,16.766666666666666
SUB310,2026-09-25,Teller,13,0,5,29,0,0,0,1,9.166666666666666,16.55
SUB311,2026-09-21,CustomerService,12,0,31,22,0,0,0,1,9.016666666666667,16.533333333333335
SUB311,2026-09-22,CustomerService,10,0,5,21,1,0,0,1,9.116666666666667,16.933333333333334
SUB311,2026-09-23,CustomerService,11,0,13,13,0,0,0,1,9.2,16.516666666666666
SUB311,2026-09-24,CustomerService,13,0,28,17,0,0,0,1,9.0,16.966666666666665
SUB311,2026-09-25,CustomerService,14,0,39,25,0,0,0,1,9.283333333333333,16.733333333333334
SUB312,2026-09-21,CustomerService,12,0,2,31,0,0,0,1,9.066666666666666,16.983333333333334
SUB312,2026-09-22,CustomerService,11,0,24,15,0,0,0,1,9.033333333333333,16.966666666666665
SUB312,2026-09-23,CustomerService,15,0,29,27,0,0,0,1,9.083333333333334,16.75
SUB312,2026-09-24,CustomerService,14,0,19,31,0,0,0,1,9.3,16.5
SUB312,2026-09-25,CustomerService,14,0,16,27,0,0,0,1,9.283333333333333,16.633333333333333
SUB313,2026-09-21,CustomerService,10,0,22,10,0,0,0,1,9.033333333333333,16.683333333333334
SUB313,2026-09-22,CustomerService,9,0,15,10,1,0,0,1,9.183333333333334,16.6
SUB313,2026-09-23,CustomerService,10,0,1,26,0,0,0,1,9.0,16.916666666666668
SUB313,2026-09-24,CustomerService,10,0,15,20,0,0,0,1,9.033333333333333,16.583333333333332
SUB313,2026-09-25,CustomerService,11,0,8,18,0,0,0,1,9.016666666666667,16.6
SUB314,2026-09-21,CustomerService,15,0,23,28,1,0,0,1,9.116666666666667,16.6
SUB314,2026-09-22,CustomerService,15,0,3,42,0,0,0,1,9.033333333333333,16.95
SUB314,2026-09-23,CustomerService,16,0,14,28,1,0,0,1,9.333333333333334,16.883333333333333
SUB314,2026-09-24,CustomerService,14,0,11,32,1,0,0,1,9.0,16.716666666666665
SUB314,2026-09-25,CustomerService,16,0,24,31,0,0,0,1,9.216666666666667,16.516666666666666
SUB315,2026-09-21,CustomerService,10,0,16,19,0,0,0,1,9.25,16.766666666666666
SUB315,2026-09-22,CustomerService,12,0,22,15,0,0,0,1,9.05,16.716666666666665
SUB315,2026-09-23,CustomerService,12,0,6,27,1,0,0,1,9.283333333333333,16.833333333333332
SUB315,2026-09-24,CustomerService,10,0,15,12,1,0,0,1,9.316666666666666,16.816666666666666
SUB315,2026-09-25,CustomerService,13,0,16,17,0,0,0,1,9.166666666666666,16.866666666666667
SUB316,2026-09-21,CustomerService,12,0,7,37,0,0,0,1,9.2,16.933333333333334
SUB316,2026-09-22,CustomerService,9,0,20,10,0,0,0,1,9.066666666666666,16.816666666666666
SUB316,2026-09-23,CustomerService,9,0,17,10,0,0,0,1,9.1,16.7
SUB316,2026-09-24,CustomerService,11,0,6,21,0,0,0,1,9.033333333333333,16.9
SUB316,2026-09-25,CustomerService,12,0,10,22,0,0,0,1,9.2,16.583333333333332
SUB317,2026-09-21,CustomerService,12,0,1,25,1,0,0,1,9.0,16.8
SUB317,2026-09-22,CustomerService,12,0,9,30,0,0,0,1,9.133333333333333,16.616666666666667
SUB317,2026-09-23,CustomerService,14,0,11,28,0,0,0,1,9.116666666666667,16.7
SUB317,2026-09-24,CustomerService,16,0,37,30,0,0,0,1,9.1,16.683333333333334
SUB317,2026-09-25,CustomerService,16,0,18,35,1,0,0,1,9.2,16.983333333333334
SUB318,2026-09-21,CustomerService,9,0,9,19,0,0,0,1,9.016666666666667,16.516666666666666
SUB318,2026-09-22,CustomerService,9,0,10,14,0,0,0,1,9.033333333333333,16.866666666666667
SUB318,2026-09-23,CustomerService,16,0,11,29,1,0,0,1,9.033333333333333,16.883333333333333
SUB318,2026-09-24,CustomerService,14,0,0,39,1,0,0,1,9.2,16.5
SUB318,2026-09-25,CustomerService,15,0,26,24,1,0,0,1,9.116666666666667,16.866666666666667
SUB319,2026-09-21,CustomerService,11,0,19,25,2,0,0,1,9.3,16.766666666666666
SUB319,2026-09-22,CustomerService,13,0,30,23,1,0,0,1,9.333333333333334,16.85
SUB319,2026-09-23,CustomerService,12,0,38,10,0,0,0,1,9.133333333333333,16.933333333333334
SUB319,2026-09-24,CustomerService,14,0,24,27,2,0,0,1,9.066666666666666,16.983333333333334
SUB319,2026-09-25,CustomerService,16,0,22,29,1,0,0,1,9.3,16.866666666666667
SUB320,2026-09-21,CustomerService,16,0,7,39,0,0,0,1,9.033333333333333,16.816666666666666
SUB320,2026-09-22,CustomerService,15,0,9,40,0,0,0,1,9.1,16.9
SUB320,2026-09-23,CustomerService,15,0,26,33,0,0,0,1,9.033333333333333,16.65
SUB320,2026-09-24,CustomerService,12,0,10,29,1,0,0,1,9.266666666666667,16.733333333333334
SUB320,2026-09-25,CustomerService,10,0,17,11,0,0,0,1,9.033333333333333,16.6
SUB321,2026-09-21,Manager,10,0,5,17,1,0,0,1,9.05,16.9
SUB321,2026-09-22,Manager,11,0,35,13,2,0,0,1,9.016666666666667,16.9
SUB321,2026-09-23,Manager,8,0,9,7,2,0,0,1,9.066666666666666,16.783333333333335
SUB321,2026-09-24,Manager,10,0,11,27,1,0,0,1,9.0,16.833333333333332
SUB321,2026-09-25,Manager,8,0,14,17,2,0,0,1,9.25,16.683333333333334
SUB322,2026-09-21,Manager,9,0,39,13,1,0,0,1,9.316666666666666,16.666666666666668
SUB322,2026-09-22,Manager,8,0,5,13,1,0,0,1,9.3,16.516666666666666
SUB322,2026-09-23,Manager,10,0,41,17,2,0,0,1,9.05,16.866666666666667
SUB322,2026-09-24,Manager,11,0,20,16,3,0,0,1,9.266666666666667,16.766666666666666
SUB322,2026-09-25,Manager,8,0,2,18,1,0,0,1,9.266666666666667,16.733333333333334
SUB323,2026-09-21,Manager,12,0,0,33,2,0,0,1,9.116666666666667,16.766666666666666
SUB323,2026-09-22,Manager,11,0,35,18,1,0,0,1,9.166666666666666,16.916666666666668
SUB323,2026-09-23,Manager,9,0,18,16,0,0,0,1,9.1,16.916666666666668
SUB323,2026-09-24,Manager,7,0,16,10,1,0,0,1,9.2,16.816666666666666
SUB323,2026-09-25,Manager,9,0,34,18,1,0,0,1,9.016666666666667,16.8
SUB324,2026-09-21,Manager,10,0,16,26,1,0,0,1,9.133333333333333,16.983333333333334
SUB324,2026-09-22,Manager,7,0,10,14,0,0,0,1,9.033333333333333,16.916666666666668
SUB324,2026-09-23,Manager,10,0,3,21,1,0,0,1,9.183333333333334,16.983333333333334
SUB324,2026-09-24,Manager,11,0,38,16,2,0,0,1,9.216666666666667,16.666666666666668
SUB324,2026-09-25,Manager,7,0,0,19,0,0,0,1,9.283333333333333,16.95
SUB325,2026-09-21,Manager,9,0,32,14,0,0,0,1,9.083333333333334,16.566666666666666
SUB325,2026-09-22,Manager,9,0,17,11,0,0,0,1,9.083333333333334,16.983333333333334
SUB325,2026-09-23,Manager,7,0,22,9,0,0,0,1,9.266666666666667,16.916666666666668
SUB325,2026-09-24,Manager,12,0,47,11,3,0,0,1,9.05,16.9
SUB325,2026-09-25,Manager,10,0,16,17,2,0,0,1,9.25,16.966666666666665
SUB326,2026-09-21,Manager,8,0,0,16,1,0,0,1,9.333333333333334,16.783333333333335
SUB326,2026-09-22,Manager,8,0,29,11,1,0,0,1,9.066666666666666,16.766666666666666
SUB326,2026-09-23,Manager,11,0,45,10,0,0,0,1,9.233333333333333,16.85
SUB326,2026-09-24,Manager,9,0,23,19,3,0,0,1,9.3,16.583333333333332
SUB326,2026-09-25,Manager,9,0,8,15,0,0,0,1,9.283333333333333,16.733333333333334
SUB327,2026-09-21,Manager,7,0,38,6,0,0,0,1,9.283333333333333,16.65
SUB327,2026-09-22,Manager,7,0,18,9,2,0,0,1,9.0,16.8
SUB327,2026-09-23,Manager,10,0,36,13,1,0,0,1,9.0,16.966666666666665
SUB327,2026-09-24,Manager,12,0,30,15,1,0,0,1,9.25,16.9
SUB327,2026-09-25,Manager,7,0,42,8,2,0,0,1,9.083333333333334,16.616666666666667
SUB328,2026-09-21,Manager,8,0,7,21,1,0,0,1,9.183333333333334,16.85
SUB328,2026-09-22,Manager,12,0,40,15,1,0,0,1,9.316666666666666,16.65
SUB328,2026-09-23,Manager,8,0,39,7,2,0,0,1,9.25,16.566666666666666
SUB328,2026-09-24,Manager,12,0,22,23,2,0,0,1,9.05,16.5
SUB328,2026-09-25,Manager,10,0,16,27,0,0,0,1,9.083333333333334,16.95
SUB329,2026-09-21,Manager,7,0,26,9,0,0,0,1,9.183333333333334,16.916666666666668
SUB329,2026-09-22,Manager,7,0,33,10,2,0,0,1,9.283333333333333,16.983333333333334
SUB329,2026-09-23,Manager,10,0,10,24,3,0,0,1,9.3,16.783333333333335
SUB329,2026-09-24,Manager,11,0,20,26,2,0,0,1,9.2,16.533333333333335
SUB329,2026-09-25,Manager,10,0,10,21,0,0,0,1,9.05,16.916666666666668
SUB330,2026-09-21,Manager,11,0,37,20,1,0,0,1,9.016666666666667,16.9
SUB330,2026-09-22,Manager,9,0,31,14,1,0,0,1,9.083333333333334,16.7
SUB330,2026-09-23,Manager,10,0,47,9,1,0,0,1,9.233333333333333,16.983333333333334
SUB330,2026-09-24,Manager,7,0,4,7,0,0,0,1,9.3,16.733333333333334
SUB330,2026-09-25,Manager,12,0,8,24,1,0,0,1,9.216666666666667,16.766666666666666
SUB331,2026-09-21,Teller,14,0,23,15,1,0,0,1,9.3,16.716666666666665
SUB331,2026-09-22,Teller,9,0,2,24,1,0,0,1,9.066666666666666,16.816666666666666
SUB331,2026-09-23,Teller,13,0,31,29,0,0,0,1,9.133333333333333,16.733333333333334
SUB331,2026-09-24,Teller,12,0,36,21,0,0,0,1,9.116666666666667,16.766666666666666
SUB331,2026-09-25,Teller,13,0,39,25,0,0,0,1,9.216666666666667,16.883333333333333
SUB332,2026-09-21,Teller,12,0,12,18,0,0,0,1,9.066666666666666,16.766666666666666
SUB332,2026-09-22,Teller,9,0,2,15,0,0,0,1,9.166666666666666,16.916666666666668
SUB332,2026-09-23,Teller,14,0,9,32,3,0,0,1,9.166666666666666,16.666666666666668
SUB332,2026-09-24,Teller,12,0,0,27,4,0,0,1,9.183333333333334,16.716666666666665
SUB332,2026-09-25,Teller,11,0,4,28,3,0,0,1,9.266666666666667,16.733333333333334
SUB333,2026-09-21,Teller,8,0,6,15,0,0,0,1,9.116666666666667,16.983333333333334
SUB333,2026-09-22,Teller,9,0,0,18,0,0,0,1,9.3,16.5
SUB333,2026-09-23,Teller,10,0,18,36,0,0,0,1,9.05,16.566666666666666
SUB333,2026-09-24,Teller,15,0,27,46,0,0,0,1,9.1,16.8
SUB333,2026-09-25,Teller,11,0,23,32,0,0,0,1,9.033333333333333,16.8
SUB334,2026-09-21,Teller,11,0,11,13,0,0,0,1,9.283333333333333,16.616666666666667
SUB334,2026-09-22,Teller,14,0,1,31,0,0,0,1,9.016666666666667,16.95
SUB334,2026-09-23,Teller,16,0,1,41,0,0,0,1,9.15,16.8
SUB334,2026-09-24,Teller,18,0,8,43,0,0,0,1,9.166666666666666,16.616666666666667
SUB334,2026-09-25,Teller,17,0,0,54,0,0,0,1,9.216666666666667,16.8
SUB335,2026-09-21,Teller,11,0,2,23,0,0,0,1,9.1,16.866666666666667
SUB335,2026-09-22,Teller,12,0,6,13,0,0,0,1,9.266666666666667,16.85
SUB335,2026-09-23,Teller,15,0,30,46,0,0,0,1,9.183333333333334,16.85
SUB335,2026-09-24,Teller,13,0,20,46,0,0,0,1,9.233333333333333,16.55
SUB335,2026-09-25,Teller,12,0,29,42,0,0,0,1,9.2,16.55
SUB336,2026-09-21,CustomerService,15,0,20,31,0,0,0,1,9.333333333333334,16.716666666666665
SUB336,2026-09-22,CustomerService,9,0,7,14,1,0,0,1,9.233333333333333,16.95
SUB336,2026-09-23,CustomerService,11,0,27,23,0,0,0,1,9.0,16.7
SUB336,2026-09-24,CustomerService,10,0,27,21,0,0,0,1,9.316666666666666,16.75
SUB336,2026-09-25,CustomerService,17,0,42,35,2,0,0,1,9.05,16.85
SUB337,2026-09-21,CustomerService,14,0,19,27,0,0,0,1,9.0,16.633333333333333
SUB337,2026-09-22,CustomerService,12,0,8,19,0,0,0,1,9.183333333333334,16.95
SUB337,2026-09-23,CustomerService,12,0,21,25,3,0,0,1,9.05,16.95
SUB337,2026-09-24,CustomerService,13,0,21,27,3,0,0,1,9.2,16.6
SUB337,2026-09-25,CustomerService,19,0,22,37,4,0,0,1,9.016666666666667,16.95
SUB338,2026-09-21,CustomerService,15,0,22,20,0,0,0,1,9.266666666666667,16.8
SUB338,2026-09-22,CustomerService,16,0,31,23,0,0,0,1,9.016666666666667,16.933333333333334
SUB338,2026-09-23,CustomerService,12,0,30,48,0,0,0,1,9.066666666666666,16.666666666666668
SUB338,2026-09-24,CustomerService,13,0,48,35,0,0,0,1,9.033333333333333,16.766666666666666
SUB338,2026-09-25,CustomerService,16,0,52,57,0,0,0,1,9.0,16.8
SUB339,2026-09-21,CustomerService,13,0,5,29,0,0,0,1,9.2,16.9
SUB339,2026-09-22,CustomerService,15,0,33,25,0,0,0,1,9.133333333333333,16.6
SUB339,2026-09-23,CustomerService,19,0,48,37,0,0,0,1,9.183333333333334,16.983333333333334
SUB339,2026-09-24,CustomerService,18,0,9,52,0,0,0,1,9.083333333333334,16.9
SUB339,2026-09-25,CustomerService,21,0,6,65,1,0,0,1,9.166666666666666,16.5
SUB340,2026-09-21,CustomerService,16,0,4,34,0,0,0,1,9.016666666666667,16.7
SUB340,2026-09-22,CustomerService,14,0,21,25,0,0,0,1,9.2,16.983333333333334
SUB340,2026-09-23,CustomerService,17,0,26,60,0,0,0,1,9.166666666666666,16.933333333333334
SUB340,2026-09-24,CustomerService,17,0,65,40,0,0,0,1,9.283333333333333,16.816666666666666
SUB340,2026-09-25,CustomerService,17,0,26,68,0,0,0,1,9.216666666666667,16.916666666666668
SUB341,2026-09-21,Manager,12,0,47,21,1,0,0,1,9.166666666666666,16.6
SUB341,2026-09-22,Manager,7,0,17,14,1,0,0,1,9.283333333333333,16.95
SUB341,2026-09-23,Manager,11,0,74,16,0,0,0,1,9.016666666666667,16.783333333333335
SUB341,2026-09-24,Manager,10,0,81,9,1,0,0,1,9.25,16.95
SUB341,2026-09-25,Manager,11,0,40,19,0,0,0,1,9.166666666666666,16.966666666666665
SUB342,2026-09-21,Manager,10,0,2,15,2,0,0,1,9.066666666666666,16.65
SUB342,2026-09-22,Manager,8,0,36,9,1,0,0,1,9.133333333333333,16.85
SUB342,2026-09-23,Manager,11,0,8,25,4,0,0,1,9.05,16.683333333333334
SUB342,2026-09-24,Manager,13,0,17,33,3,0,0,1,9.316666666666666,16.983333333333334
SUB342,2026-09-25,Manager,13,0,12,35,7,0,0,1,9.283333333333333,16.666666666666668
SUB343,2026-09-21,Manager,9,0,15,13,0,0,0,1,9.283333333333333,16.5
SUB343,2026-09-22,Manager,8,0,1,17,1,0,0,1,9.2,16.516666666666666
SUB343,2026-09-23,Manager,11,0,50,50,1,0,0,1,9.033333333333333,16.966666666666665
SUB343,2026-09-24,Manager,14,0,63,58,1,0,0,1,9.15,16.716666666666665
SUB343,2026-09-25,Manager,9,0,54,44,1,0,0,1,9.283333333333333,16.966666666666665
SUB344,2026-09-21,Manager,8,0,25,12,1,0,0,1,9.0,16.683333333333334
SUB344,2026-09-22,Manager,12,0,49,15,2,0,0,1,9.216666666666667,16.933333333333334
SUB344,2026-09-23,Manager,12,0,6,38,2,0,0,1,9.083333333333334,16.983333333333334
SUB344,2026-09-24,Manager,15,0,38,40,3,0,0,1,9.0,16.566666666666666
SUB344,2026-09-25,Manager,12,0,16,36,1,0,0,1,9.316666666666666,16.616666666666667
SUB345,2026-09-21,Manager,10,0,11,25,1,0,0,1,9.033333333333333,16.933333333333334
SUB345,2026-09-22,Manager,12,0,12,19,3,0,0,1,9.066666666666666,16.75
SUB345,2026-09-23,Manager,9,0,48,24,0,0,0,1,9.133333333333333,16.566666666666666
SUB345,2026-09-24,Manager,11,0,38,44,1,0,0,1,9.216666666666667,16.783333333333335
SUB345,2026-09-25,Manager,14,0,53,44,0,0,0,1,9.033333333333333,16.933333333333334
